"cow","variable","slope"
"6068","median_meal_duration",0.25903810889794
"6069","median_meal_duration",0.305689853972132
"6079","median_meal_duration",0.272320048717334
"6084","median_meal_duration",0.256834174664698
"6086","median_meal_duration",0.261982814794464
"6087","median_meal_duration",0.278553801448104
"6090","median_meal_duration",0.262756714276552
"6092","median_meal_duration",0.282940544509405
"6093","median_meal_duration",0.259289538027274
"6096","median_meal_duration",0.299515792031292
"6125","median_meal_duration",0.289858504204059
"6126","median_meal_duration",0.289950564803332
"6129","median_meal_duration",0.252722730570545
"6130","median_meal_duration",0.282064127622548
"6131","median_meal_duration",0.255093127397994
"6134","median_meal_duration",0.230623081264013
"7010","median_meal_duration",0.253771766568673
"7018","median_meal_duration",0.264313193099213
"7019","median_meal_duration",0.281545798409357
"7022","median_meal_duration",0.253369705487656
"7023","median_meal_duration",0.25698701825633
"7024","median_meal_duration",0.246108268170013
"7025","median_meal_duration",0.229740433338395
"7027","median_meal_duration",0.26246325982984
"7029","median_meal_duration",0.265164439095495
"7030","median_meal_duration",0.266293637768135
"7033","median_meal_duration",0.253316840655987
"7039","median_meal_duration",0.275689362673775
"7043","median_meal_duration",0.312106063895226
"7045","median_meal_duration",0.284847729316592
"7048","median_meal_duration",0.257194699359311
"7051","median_meal_duration",0.258899562589126
"7060","median_meal_duration",0.276041567941288
"7064","median_meal_duration",0.274432041007435
"7065","median_meal_duration",0.262716037037787
"7068","median_meal_duration",0.235639966628235
"7078","median_meal_duration",0.246770837566133
"7109","median_meal_duration",0.283593568552496
"7110","median_meal_duration",0.257475180312479
"7114","median_meal_duration",0.271912770990598
"7115","median_meal_duration",0.231420009626384
"7116","median_meal_duration",0.25593896927607
"7119","median_meal_duration",0.270122096088382
"7128","median_meal_duration",0.283674540557079
"7136","median_meal_duration",0.263860225323884
"7138","median_meal_duration",0.247433477915316
"7139","median_meal_duration",0.254168530502374
"7143","median_meal_duration",0.257558633094997
"7146","median_meal_duration",0.290957768810412
"7150","median_meal_duration",0.257079507115175
"7153","median_meal_duration",0.263571640531788
"7159","median_meal_duration",0.254073534358757
"7163","median_meal_duration",0.261132921777756
"7169","median_meal_duration",0.269737303001715
"8015","median_meal_duration",0.231143640647023
"8083","median_meal_duration",0.280549556186661
"8145","median_meal_duration",0.276411927626645
"8146","median_meal_duration",0.252344758934193
"8154","median_meal_duration",0.272180322100858
"9010","median_meal_duration",0.272393388258225
"9012","median_meal_duration",0.264342467701195
"2007","median_visit_per_meal",0.293883735042682
"2051","median_visit_per_meal",0.293667728122843
"2063","median_visit_per_meal",0.318755722678074
"3067","median_visit_per_meal",0.298081536862154
"3117","median_visit_per_meal",0.335313284504613
"3131","median_visit_per_meal",0.292416222551577
"3150","median_visit_per_meal",0.305250253227429
"4001","median_visit_per_meal",0.334430465884852
"4008","median_visit_per_meal",0.311126704444506
"4026","median_visit_per_meal",0.294640329841797
"4044","median_visit_per_meal",0.286093375992621
"4057","median_visit_per_meal",0.322599736701317
"4072","median_visit_per_meal",0.305267988147832
"4080","median_visit_per_meal",0.293730180471803
"5005","median_visit_per_meal",0.342764815815067
"5041","median_visit_per_meal",0.312280845429982
"5042","median_visit_per_meal",0.318375006300584
"5061","median_visit_per_meal",0.310426676145656
"5064","median_visit_per_meal",0.293783971933348
"5096","median_visit_per_meal",0.320780671811377
"5100","median_visit_per_meal",0.291153669488201
"5118","median_visit_per_meal",0.318486371416802
"5120","median_visit_per_meal",0.327081480993238
"5123","median_visit_per_meal",0.366487184626048
"5124","median_visit_per_meal",0.327548113938994
"5133","median_visit_per_meal",0.327138018969795
"5135","median_visit_per_meal",0.299905310481211
"5137","median_visit_per_meal",0.280089059755698
"5139","median_visit_per_meal",0.324290692697164
"5140","median_visit_per_meal",0.277779786891531
"5145","median_visit_per_meal",0.287300188531664
"6004","median_visit_per_meal",0.321841322475346
"6005","median_visit_per_meal",0.264806498245613
"6011","median_visit_per_meal",0.289588384895467
"6022","median_visit_per_meal",0.303279691927941
"6025","median_visit_per_meal",0.298598655398579
"6027","median_visit_per_meal",0.294230792593612
"6028","median_visit_per_meal",0.33136708049826
"6029","median_visit_per_meal",0.314582082622294
"6033","median_visit_per_meal",0.304553407309636
"6041","median_visit_per_meal",0.317674311966761
"6043","median_visit_per_meal",0.301759806447685
"6050","median_visit_per_meal",0.307484598393809
"6055","median_visit_per_meal",0.267698755316981
"6062","median_visit_per_meal",0.289386743057618
"6067","median_visit_per_meal",0.296556484646311
"6068","median_visit_per_meal",0.301315312495146
"6069","median_visit_per_meal",0.322758337079238
"6079","median_visit_per_meal",0.316351838682036
"6084","median_visit_per_meal",0.337706248492083
"6086","median_visit_per_meal",0.301706741849248
"6087","median_visit_per_meal",0.318609967459449
"6090","median_visit_per_meal",0.277793884548025
"6092","median_visit_per_meal",0.330880169835152
"6093","median_visit_per_meal",0.301497682499551
"6096","median_visit_per_meal",0.33277687340836
"6125","median_visit_per_meal",0.315087856636787
"6126","median_visit_per_meal",0.364563243101959
"6129","median_visit_per_meal",0.298258664149084
"6130","median_visit_per_meal",0.284468867283957
"6131","median_visit_per_meal",0.295126042866792
"6134","median_visit_per_meal",0.291953570801488
"7010","median_visit_per_meal",0.296440133383912
"7018","median_visit_per_meal",0.286720408052283
"7019","median_visit_per_meal",0.301017275669532
"7022","median_visit_per_meal",0.334417194637781
"7023","median_visit_per_meal",0.274633929351669
"7024","median_visit_per_meal",0.299682678969738
"7025","median_visit_per_meal",0.286273613257025
"7027","median_visit_per_meal",0.27885925432121
"7029","median_visit_per_meal",0.28527848666749
"7030","median_visit_per_meal",0.293907743042846
"7033","median_visit_per_meal",0.290486669154814
"7039","median_visit_per_meal",0.323847832246211
"7043","median_visit_per_meal",0.364404293560052
"7045","median_visit_per_meal",0.335788120326539
"7048","median_visit_per_meal",0.28381302797392
"7051","median_visit_per_meal",0.314716598448101
"7060","median_visit_per_meal",0.331189340085498
"7064","median_visit_per_meal",0.33370285364836
"7065","median_visit_per_meal",0.289306110280036
"7068","median_visit_per_meal",0.319299372727952
"7078","median_visit_per_meal",0.283873478702915
"7109","median_visit_per_meal",0.321877964027234
"7110","median_visit_per_meal",0.288523453174268
"7114","median_visit_per_meal",0.300531647748273
"7115","median_visit_per_meal",0.293909000754442
"7116","median_visit_per_meal",0.302625977730975
"7119","median_visit_per_meal",0.329625760456039
"7128","median_visit_per_meal",0.310640812403572
"7136","median_visit_per_meal",0.278734101789427
"7138","median_visit_per_meal",0.282664319663
"7139","median_visit_per_meal",0.273153196252834
"7143","median_visit_per_meal",0.323319397703148
"7146","median_visit_per_meal",0.323064837694809
"7150","median_visit_per_meal",0.296496606557586
"7153","median_visit_per_meal",0.315177278534501
"7159","median_visit_per_meal",0.298479839192882
"7163","median_visit_per_meal",0.282876927796789
"7169","median_visit_per_meal",0.289033478533731
"8015","median_visit_per_meal",0.307838259642862
"8083","median_visit_per_meal",0.307700871737082
"8145","median_visit_per_meal",0.322228664241465
"8146","median_visit_per_meal",0.30274419858372
"8154","median_visit_per_meal",0.322287188105855
"9010","median_visit_per_meal",0.29872824952214
"9012","median_visit_per_meal",0.289692380689789
"2007","median_intake_per_meal",0.236570668818138
"2051","median_intake_per_meal",0.238184603208303
"2063","median_intake_per_meal",0.322656473503682
"3067","median_intake_per_meal",0.220911371164171
"3117","median_intake_per_meal",0.375565278509775
"3131","median_intake_per_meal",0.313768629326561
"3150","median_intake_per_meal",0.191971246007738
"4001","median_intake_per_meal",0.339030439998706
"4008","median_intake_per_meal",0.304262311163554
"4026","median_intake_per_meal",0.394578295854269
"4044","median_intake_per_meal",0.260137274887238
"4057","median_intake_per_meal",0.266943228744808
"4072","median_intake_per_meal",0.285080234228561
"4080","median_intake_per_meal",0.255711040101291
"5005","median_intake_per_meal",0.280115769120136
"5041","median_intake_per_meal",0.260136116670609
"5042","median_intake_per_meal",0.289486104756435
"5061","median_intake_per_meal",0.313188591670297
"5064","median_intake_per_meal",0.264883935470117
"5096","median_intake_per_meal",0.315583738010973
"5100","median_intake_per_meal",0.287643711600046
"5118","median_intake_per_meal",0.28363892030542
"5120","median_intake_per_meal",0.280618785344136
"5123","median_intake_per_meal",0.343218386444903
"5124","median_intake_per_meal",0.304974291632951
"5133","median_intake_per_meal",0.39047918104966
"5135","median_intake_per_meal",0.255641364630652
"5137","median_intake_per_meal",0.209673987365028
"5139","median_intake_per_meal",0.280873768063658
"5140","median_intake_per_meal",0.171758312061506
"5145","median_intake_per_meal",0.261932062445329
"6004","median_intake_per_meal",0.235000646028731
"6005","median_intake_per_meal",0.215050291916928
"6011","median_intake_per_meal",0.256119973212999
"6022","median_intake_per_meal",0.196360252580831
"6025","median_intake_per_meal",0.256123708409421
"6027","median_intake_per_meal",0.27114415414749
"6028","median_intake_per_meal",0.363154179806012
"6029","median_intake_per_meal",0.263310090732015
"6033","median_intake_per_meal",0.279861073621658
"6041","median_intake_per_meal",0.264694198512792
"6043","median_intake_per_meal",0.239618823569847
"6050","median_intake_per_meal",0.247319479540684
"6055","median_intake_per_meal",0.258798993207566
"6062","median_intake_per_meal",0.19717543658904
"6067","median_intake_per_meal",0.219740493849178
"6068","median_intake_per_meal",0.227557675786141
"6069","median_intake_per_meal",0.557650250732451
"6079","median_intake_per_meal",0.272959247018894
"6084","median_intake_per_meal",0.240102154941551
"6086","median_intake_per_meal",0.221060568385527
"6087","median_intake_per_meal",0.293785611907963
"6090","median_intake_per_meal",0.28877122920425
"6092","median_intake_per_meal",0.248530277753988
"6093","median_intake_per_meal",0.214598809363873
"6096","median_intake_per_meal",0.315399916516953
"6125","median_intake_per_meal",0.29159489238353
"6126","median_intake_per_meal",0.287366205506693
"6129","median_intake_per_meal",0.273989834362432
"6130","median_intake_per_meal",0.275121162975734
"6131","median_intake_per_meal",0.269168117403551
"6134","median_intake_per_meal",0.185617680114365
"7010","median_intake_per_meal",0.247173521615828
"7018","median_intake_per_meal",0.271716689960022
"7019","median_intake_per_meal",0.312480964028533
"7022","median_intake_per_meal",0.266420215962019
"7023","median_intake_per_meal",0.26394798590733
"7024","median_intake_per_meal",0.207000050345614
"7025","median_intake_per_meal",0.259264341019025
"7027","median_intake_per_meal",0.262078264328976
"7029","median_intake_per_meal",0.43832416680385
"7030","median_intake_per_meal",0.299694032757667
"7033","median_intake_per_meal",0.249026834317074
"7039","median_intake_per_meal",0.280472833692704
"7043","median_intake_per_meal",0.303889311221472
"7045","median_intake_per_meal",0.282590781022792
"7048","median_intake_per_meal",0.249814814624596
"7051","median_intake_per_meal",0.299940086443101
"7060","median_intake_per_meal",0.281257924252564
"7064","median_intake_per_meal",0.234709871695815
"7065","median_intake_per_meal",0.233625801204304
"7068","median_intake_per_meal",0.256327824795238
"7078","median_intake_per_meal",0.222171126530379
"7109","median_intake_per_meal",0.299810126698553
"7110","median_intake_per_meal",0.258799050166993
"7114","median_intake_per_meal",0.263902605923394
"7115","median_intake_per_meal",0.193215679968755
"7116","median_intake_per_meal",0.277686130138463
"7119","median_intake_per_meal",0.25822958343273
"7128","median_intake_per_meal",0.29819002178507
"7136","median_intake_per_meal",0.281787601552971
"7138","median_intake_per_meal",0.247609259252953
"7139","median_intake_per_meal",0.211496553378798
"7143","median_intake_per_meal",0.241576932384232
"7146","median_intake_per_meal",0.297520346015664
"7150","median_intake_per_meal",0.218336168278978
"7153","median_intake_per_meal",0.276877577549665
"7159","median_intake_per_meal",0.232401930542168
"7163","median_intake_per_meal",0.282413437931581
"7169","median_intake_per_meal",0.278209528999946
"8015","median_intake_per_meal",0.178030434252172
"8083","median_intake_per_meal",0.276817824357459
"8145","median_intake_per_meal",0.288494800963513
"8146","median_intake_per_meal",0.234229325007866
"8154","median_intake_per_meal",0.317052022699545
"9010","median_intake_per_meal",0.32175456706519
"9012","median_intake_per_meal",0.298336177274293
"2007","median_feeding_pct_per_meal",6.21434064154667
"2051","median_feeding_pct_per_meal",4.84663506974155
"2063","median_feeding_pct_per_meal",7.60566163937178
"3067","median_feeding_pct_per_meal",5.50986820805582
"3117","median_feeding_pct_per_meal",5.08791589620915
"3131","median_feeding_pct_per_meal",4.13535915092935
"3150","median_feeding_pct_per_meal",4.97475389011618
"4001","median_feeding_pct_per_meal",6.55857897829417
"4008","median_feeding_pct_per_meal",4.84289952050556
"4026","median_feeding_pct_per_meal",12.054014129985
"4044","median_feeding_pct_per_meal",5.04961725434446
"4057","median_feeding_pct_per_meal",3.77050536829226
"4072","median_feeding_pct_per_meal",6.70405171872988
"4080","median_feeding_pct_per_meal",7.97868728096997
"5005","median_feeding_pct_per_meal",6.9183666205882
"5041","median_feeding_pct_per_meal",5.06911317211701
"5042","median_feeding_pct_per_meal",5.99332123694776
"5061","median_feeding_pct_per_meal",4.89653262740383
"5064","median_feeding_pct_per_meal",5.56791002093207
"5096","median_feeding_pct_per_meal",5.07922396358136
"5100","median_feeding_pct_per_meal",6.47625870972696
"5118","median_feeding_pct_per_meal",4.90228013769321
"5120","median_feeding_pct_per_meal",4.70572852965514
"5123","median_feeding_pct_per_meal",5.31116591040101
"5124","median_feeding_pct_per_meal",5.03029404449142
"5133","median_feeding_pct_per_meal",4.94078854544781
"5135","median_feeding_pct_per_meal",5.13715288195489
"5137","median_feeding_pct_per_meal",4.70459416039328
"5139","median_feeding_pct_per_meal",5.7065430402769
"5140","median_feeding_pct_per_meal",4.74311528004169
"5145","median_feeding_pct_per_meal",6.33716435933494
"6004","median_feeding_pct_per_meal",4.47953230578862
"6005","median_feeding_pct_per_meal",5.50885872243974
"6011","median_feeding_pct_per_meal",4.34925808451199
"6022","median_feeding_pct_per_meal",4.51591190532128
"6025","median_feeding_pct_per_meal",5.97587964043607
"6027","median_feeding_pct_per_meal",6.10466879478726
"6028","median_feeding_pct_per_meal",6.27532331045594
"6029","median_feeding_pct_per_meal",5.77098265127833
"6033","median_feeding_pct_per_meal",5.36699850571748
"6041","median_feeding_pct_per_meal",4.31180213673683
"6043","median_feeding_pct_per_meal",6.41543308410059
"6050","median_feeding_pct_per_meal",4.42403458812918
"6055","median_feeding_pct_per_meal",7.01690095858469
"6062","median_feeding_pct_per_meal",6.11389848873473
"6067","median_feeding_pct_per_meal",6.37612876948242
"6068","median_feeding_pct_per_meal",6.14264174018926
"6069","median_feeding_pct_per_meal",5.90434964929489
"6079","median_feeding_pct_per_meal",5.68659094108144
"6084","median_feeding_pct_per_meal",4.36252707871811
"6086","median_feeding_pct_per_meal",4.63336952653019
"6087","median_feeding_pct_per_meal",5.69952780383908
"6090","median_feeding_pct_per_meal",5.78891884605893
"6092","median_feeding_pct_per_meal",5.05676164178488
"6093","median_feeding_pct_per_meal",5.95758750874708
"6096","median_feeding_pct_per_meal",4.93214981799134
"6125","median_feeding_pct_per_meal",5.58933648772907
"6126","median_feeding_pct_per_meal",5.39285975846833
"6129","median_feeding_pct_per_meal",4.26721205236519
"6130","median_feeding_pct_per_meal",5.01042817686796
"6131","median_feeding_pct_per_meal",4.88740078413938
"6134","median_feeding_pct_per_meal",4.68865374847435
"7010","median_feeding_pct_per_meal",5.16886317536047
"7018","median_feeding_pct_per_meal",5.29491617142103
"7019","median_feeding_pct_per_meal",7.80601557415093
"7022","median_feeding_pct_per_meal",4.44079325032093
"7023","median_feeding_pct_per_meal",3.95500136373226
"7024","median_feeding_pct_per_meal",5.69641399850138
"7025","median_feeding_pct_per_meal",4.61889248271193
"7027","median_feeding_pct_per_meal",4.11156161189628
"7029","median_feeding_pct_per_meal",5.60447909303975
"7030","median_feeding_pct_per_meal",4.30404177879485
"7033","median_feeding_pct_per_meal",4.66753881317221
"7039","median_feeding_pct_per_meal",5.23091681945368
"7043","median_feeding_pct_per_meal",5.83267781310836
"7045","median_feeding_pct_per_meal",4.6341669921119
"7048","median_feeding_pct_per_meal",5.88052217659321
"7051","median_feeding_pct_per_meal",7.11408320413118
"7060","median_feeding_pct_per_meal",4.66888945958465
"7064","median_feeding_pct_per_meal",5.64050104105526
"7065","median_feeding_pct_per_meal",3.97359433958148
"7068","median_feeding_pct_per_meal",5.18157897796909
"7078","median_feeding_pct_per_meal",5.65037811374979
"7109","median_feeding_pct_per_meal",9.21167022630557
"7110","median_feeding_pct_per_meal",5.03360136405601
"7114","median_feeding_pct_per_meal",4.19064789310538
"7115","median_feeding_pct_per_meal",3.91996374425861
"7116","median_feeding_pct_per_meal",5.0865794685504
"7119","median_feeding_pct_per_meal",4.8278280893354
"7128","median_feeding_pct_per_meal",5.33664122476345
"7136","median_feeding_pct_per_meal",4.45460362179104
"7138","median_feeding_pct_per_meal",4.97919314896822
"7139","median_feeding_pct_per_meal",5.15140567447795
"7143","median_feeding_pct_per_meal",6.48095709680632
"7146","median_feeding_pct_per_meal",5.04179816277079
"7150","median_feeding_pct_per_meal",5.46046777033867
"7153","median_feeding_pct_per_meal",5.94339079134261
"7159","median_feeding_pct_per_meal",5.08577547964399
"7163","median_feeding_pct_per_meal",4.31930645349097
"7169","median_feeding_pct_per_meal",5.53548385094821
"8015","median_feeding_pct_per_meal",6.50336699076736
"8083","median_feeding_pct_per_meal",4.84000502122701
"8145","median_feeding_pct_per_meal",6.03441710630936
"8146","median_feeding_pct_per_meal",6.09925362534027
"8154","median_feeding_pct_per_meal",5.02970778350945
"9010","median_feeding_pct_per_meal",5.21846502154297
"9012","median_feeding_pct_per_meal",5.70350353196562
"2007","number_of_non_nutritive_visits",0.382634213821726
"2051","number_of_non_nutritive_visits",0.386443157547437
"2063","number_of_non_nutritive_visits",0.393235325814896
"3067","number_of_non_nutritive_visits",0.429918819704183
"3117","number_of_non_nutritive_visits",0.27372931421095
"3131","number_of_non_nutritive_visits",0.335888961862798
"3150","number_of_non_nutritive_visits",0.389711798919022
"4001","number_of_non_nutritive_visits",0.361460131494359
"4008","number_of_non_nutritive_visits",0.318632371804119
"4026","number_of_non_nutritive_visits",0.431217045415876
"4044","number_of_non_nutritive_visits",0.327463835200821
"4057","number_of_non_nutritive_visits",0.358306895131569
"4072","number_of_non_nutritive_visits",0.376266838060322
"4080","number_of_non_nutritive_visits",0.306749359636527
"5005","number_of_non_nutritive_visits",0.527424503212236
"5041","number_of_non_nutritive_visits",0.447294434540673
"5042","number_of_non_nutritive_visits",0.322342436979566
"5061","number_of_non_nutritive_visits",0.391178478010581
"5064","number_of_non_nutritive_visits",0.292380700754607
"5096","number_of_non_nutritive_visits",0.362418993872518
"5100","number_of_non_nutritive_visits",0.243109384554863
"5118","number_of_non_nutritive_visits",0.437497780337012
"5120","number_of_non_nutritive_visits",0.389672683464608
"5123","number_of_non_nutritive_visits",0.344503963218743
"5124","number_of_non_nutritive_visits",0.314957009818228
"5133","number_of_non_nutritive_visits",0.276944194556849
"5135","number_of_non_nutritive_visits",0.355858765438572
"5137","number_of_non_nutritive_visits",0.350648055592075
"5139","number_of_non_nutritive_visits",0.437182907344429
"5140","number_of_non_nutritive_visits",0.269554295173622
"5145","number_of_non_nutritive_visits",0.36713240107966
"6004","number_of_non_nutritive_visits",0.587129326457402
"6005","number_of_non_nutritive_visits",0.348874672566591
"6011","number_of_non_nutritive_visits",0.299990185869472
"6022","number_of_non_nutritive_visits",0.345806620921193
"6025","number_of_non_nutritive_visits",0.374491487615732
"6027","number_of_non_nutritive_visits",0.307566237258529
"6028","number_of_non_nutritive_visits",0.380878354760647
"6029","number_of_non_nutritive_visits",0.563272916143867
"6033","number_of_non_nutritive_visits",0.329902264980725
"6041","number_of_non_nutritive_visits",0.355747290586298
"6043","number_of_non_nutritive_visits",0.309204352115884
"6050","number_of_non_nutritive_visits",0.331086001449007
"6055","number_of_non_nutritive_visits",0.284458823028507
"6062","number_of_non_nutritive_visits",0.338688008175414
"6067","number_of_non_nutritive_visits",0.46339665083082
"6068","number_of_non_nutritive_visits",0.341815894648268
"6069","number_of_non_nutritive_visits",0.354362642256396
"6079","number_of_non_nutritive_visits",0.288547396663163
"6084","number_of_non_nutritive_visits",0.457262492112923
"6086","number_of_non_nutritive_visits",0.430202572061973
"6087","number_of_non_nutritive_visits",0.473813206747359
"6090","number_of_non_nutritive_visits",0.354084875484942
"6092","number_of_non_nutritive_visits",0.342112833049674
"6093","number_of_non_nutritive_visits",0.268847333137283
"6096","number_of_non_nutritive_visits",0.390488578790035
"6125","number_of_non_nutritive_visits",0.469350161530372
"6126","number_of_non_nutritive_visits",0.359522518042174
"6129","number_of_non_nutritive_visits",0.491408155958411
"6130","number_of_non_nutritive_visits",0.259570704626647
"6131","number_of_non_nutritive_visits",0.391707330270748
"6134","number_of_non_nutritive_visits",0.361719028010252
"7010","number_of_non_nutritive_visits",0.383311098343517
"7018","number_of_non_nutritive_visits",0.302332931862265
"7019","number_of_non_nutritive_visits",0.347401764642928
"7022","number_of_non_nutritive_visits",0.382876243882942
"7023","number_of_non_nutritive_visits",0.257307998521454
"7024","number_of_non_nutritive_visits",0.383903031575612
"7025","number_of_non_nutritive_visits",0.357765703453985
"7027","number_of_non_nutritive_visits",0.262982268036584
"7029","number_of_non_nutritive_visits",0.406990711930047
"7030","number_of_non_nutritive_visits",0.245068917856539
"7033","number_of_non_nutritive_visits",0.294833531052232
"7039","number_of_non_nutritive_visits",0.399562048376481
"7043","number_of_non_nutritive_visits",0.321179033283086
"7045","number_of_non_nutritive_visits",0.483464435106572
"7048","number_of_non_nutritive_visits",0.35362524767541
"7051","number_of_non_nutritive_visits",0.427123467567142
"7060","number_of_non_nutritive_visits",0.363618071865114
"7064","number_of_non_nutritive_visits",0.358079638192811
"7065","number_of_non_nutritive_visits",0.341806212494659
"7068","number_of_non_nutritive_visits",0.364289479405895
"7078","number_of_non_nutritive_visits",0.313331951021671
"7109","number_of_non_nutritive_visits",0.388773184485499
"7110","number_of_non_nutritive_visits",0.389122505420602
"7114","number_of_non_nutritive_visits",0.284597480966449
"7115","number_of_non_nutritive_visits",0.381211933586436
"7116","number_of_non_nutritive_visits",0.358324170539405
"7119","number_of_non_nutritive_visits",0.327656742905303
"7128","number_of_non_nutritive_visits",0.29834428787985
"7136","number_of_non_nutritive_visits",0.341958161266678
"7138","number_of_non_nutritive_visits",0.244904581859387
"7139","number_of_non_nutritive_visits",0.343815183567929
"7143","number_of_non_nutritive_visits",0.444406286784144
"7146","number_of_non_nutritive_visits",0.373115734521761
"7150","number_of_non_nutritive_visits",0.31799641486086
"7153","number_of_non_nutritive_visits",0.411261037458483
"7159","number_of_non_nutritive_visits",0.286054137775595
"7163","number_of_non_nutritive_visits",0.327161903690107
"7169","number_of_non_nutritive_visits",0.309545404976113
"8015","number_of_non_nutritive_visits",0.357037940299696
"8083","number_of_non_nutritive_visits",0.34381700988008
"8145","number_of_non_nutritive_visits",0.366751975683476
"8146","number_of_non_nutritive_visits",0.284506968528451
"8154","number_of_non_nutritive_visits",0.27766188356232
"9010","number_of_non_nutritive_visits",0.300368084894915
"9012","number_of_non_nutritive_visits",0.31375947942902
"2007","median_pct_feed_remaining",12.5352649997278
"2051","median_pct_feed_remaining",13.919541025737
"2063","median_pct_feed_remaining",12.6863663591445
"3067","median_pct_feed_remaining",16.6097146779937
"3117","median_pct_feed_remaining",11.5009362750715
"3131","median_pct_feed_remaining",12.0890565772312
"3150","median_pct_feed_remaining",9.88288679793346
"4001","median_pct_feed_remaining",11.7107537872164
"4008","median_pct_feed_remaining",10.5989663263597
"4026","median_pct_feed_remaining",11.7914066062908
"4044","median_pct_feed_remaining",11.5066087291317
"4057","median_pct_feed_remaining",10.4163463854687
"4072","median_pct_feed_remaining",11.8148057877025
"4080","median_pct_feed_remaining",10.1436684588149
"5005","median_pct_feed_remaining",15.9684145645381
"5041","median_pct_feed_remaining",12.2237927941961
"5042","median_pct_feed_remaining",8.83008512595851
"5061","median_pct_feed_remaining",9.63288935632996
"5064","median_pct_feed_remaining",12.1298823678622
"5096","median_pct_feed_remaining",11.5608638278305
"5100","median_pct_feed_remaining",10.178249971628
"5118","median_pct_feed_remaining",12.2648573064846
"5120","median_pct_feed_remaining",13.2253287181679
"5123","median_pct_feed_remaining",14.1666541373649
"5124","median_pct_feed_remaining",13.1887123285442
"5133","median_pct_feed_remaining",12.9668194030335
"5135","median_pct_feed_remaining",15.3034999496479
"5137","median_pct_feed_remaining",16.603925985058
"5139","median_pct_feed_remaining",14.2447838171115
"5140","median_pct_feed_remaining",12.3768358471368
"5145","median_pct_feed_remaining",16.3541998308363
"6004","median_pct_feed_remaining",15.0965426312496
"6005","median_pct_feed_remaining",10.9052108415755
"6011","median_pct_feed_remaining",10.5419661580565
"6022","median_pct_feed_remaining",10.2836208857674
"6025","median_pct_feed_remaining",10.4537677487145
"6027","median_pct_feed_remaining",9.46706256382905
"6028","median_pct_feed_remaining",12.6434981281948
"6029","median_pct_feed_remaining",12.9922606434798
"6033","median_pct_feed_remaining",11.8526380776317
"6041","median_pct_feed_remaining",12.2368685442773
"6043","median_pct_feed_remaining",10.1744036003269
"6050","median_pct_feed_remaining",13.12760892691
"6055","median_pct_feed_remaining",13.0261212611787
"6062","median_pct_feed_remaining",13.5472074277532
"6067","median_pct_feed_remaining",11.0905538064486
"6068","median_pct_feed_remaining",13.5371939141505
"6069","median_pct_feed_remaining",16.8640608321409
"6079","median_pct_feed_remaining",14.8747027179784
"6084","median_pct_feed_remaining",13.0378685036729
"6086","median_pct_feed_remaining",13.6513319333882
"6087","median_pct_feed_remaining",14.0145216985306
"6090","median_pct_feed_remaining",9.95286568175267
"6092","median_pct_feed_remaining",14.2681812560135
"6093","median_pct_feed_remaining",10.3178583634366
"6096","median_pct_feed_remaining",14.5869367268875
"6125","median_pct_feed_remaining",12.155130805021
"6126","median_pct_feed_remaining",14.292113670177
"6129","median_pct_feed_remaining",12.3031805056806
"6130","median_pct_feed_remaining",12.5391968012325
"6131","median_pct_feed_remaining",11.1915846769103
"6134","median_pct_feed_remaining",11.4331744174111
"7010","median_pct_feed_remaining",15.7020362281032
"7018","median_pct_feed_remaining",12.1858022324252
"7019","median_pct_feed_remaining",10.5328441732198
"7022","median_pct_feed_remaining",13.7543374359738
"7023","median_pct_feed_remaining",10.3063541780987
"7024","median_pct_feed_remaining",11.8236071821469
"7025","median_pct_feed_remaining",12.5724308020533
"7027","median_pct_feed_remaining",10.3971719954961
"7029","median_pct_feed_remaining",14.6242674728776
"7030","median_pct_feed_remaining",10.1598414032581
"7033","median_pct_feed_remaining",8.87174266539845
"7039","median_pct_feed_remaining",11.6253176279335
"7043","median_pct_feed_remaining",13.0578900227633
"7045","median_pct_feed_remaining",12.0362308686895
"7048","median_pct_feed_remaining",10.9097262404999
"7051","median_pct_feed_remaining",13.2837848463041
"7060","median_pct_feed_remaining",12.6560698757166
"7064","median_pct_feed_remaining",14.3849534277838
"7065","median_pct_feed_remaining",10.7618083581882
"7068","median_pct_feed_remaining",11.8537651840532
"7078","median_pct_feed_remaining",12.2243077060526
"7109","median_pct_feed_remaining",11.0275060407087
"7110","median_pct_feed_remaining",11.8656572866117
"7114","median_pct_feed_remaining",11.7572882625969
"7115","median_pct_feed_remaining",11.2526091806278
"7116","median_pct_feed_remaining",12.8945328500161
"7119","median_pct_feed_remaining",12.4578064080314
"7128","median_pct_feed_remaining",10.8698089343566
"7136","median_pct_feed_remaining",10.4379082075224
"7138","median_pct_feed_remaining",12.186786494546
"7139","median_pct_feed_remaining",12.0623928454811
"7143","median_pct_feed_remaining",12.1628419279563
"7146","median_pct_feed_remaining",11.3504506690935
"7150","median_pct_feed_remaining",12.48373873517
"7153","median_pct_feed_remaining",15.9330874206318
"7159","median_pct_feed_remaining",13.5394254685084
"7163","median_pct_feed_remaining",11.0331526961148
"7169","median_pct_feed_remaining",11.788793855462
"8015","median_pct_feed_remaining",12.6893273785737
"8083","median_pct_feed_remaining",12.3846237839294
"8145","median_pct_feed_remaining",12.0332167345088
"8146","median_pct_feed_remaining",11.5580311279824
